OBJECTID_12_13_14_15_16,OBJECTID,TRACT,TRACTCE10,GEOID10,NAME10,NAMELSAD10,ACRES_TOTA,WATER,SHAPE_Leng,TC_ID,OBJECTID_1,TRACT_1,TRACTCE10_1,GEOID10_1,NAME10_1,NAMELSAD10_1,ACRES_TOTAL,PCT_PEOPLE_OF_COLOR,PTL_PEOPLE_OF_COLOR,PCT_ENGLISH_LESSTHAN_VERY_WELL,PTL_ENGLISH_LESSTHAN_VERY_WELL,PCT_FOREIGN_BORN,PTL_FOREIGN_BORN,PCT_POP_INC_UNDER_200_POVERTY,PTL_POP_INC_UNDER_200_POVERTY,PCT_LESS_BACHELOR_DEGREE,PTL_LESS_BACHELOR_DEGREE,PCT_ADULTNOLEISUREPHYSACTIVITY,PCT_ADULT_WITH_DIABETES,PCT_ADULT_OBESE,PCT_ADULTMENTALHEALTHNOTGOOD,PCT_ADULT_WITH_ASTHMA,PCT_ADULT_WITH_DISABILITIES,PCT_LOW_LIFE_EXPECT_AT_BIRTH,PTL_ADULTNOLEISUREPHYSACTIVITY,PTL_ADULT_DIAGNOSED_DIABETES,PTL_ADULT_OBESE,PTL_ADULTMENTALHEALTHNOTGOOD,PTL_ADULT_WITH_ASTHMA,PTL_ADULT_WITH_DISABILITIES,PTL_LOW_LIFE_EXPECT_AT_BIRTH,COMPOSITE_PERCENTILE,COMPOSITE_QUINTILE,RACE_ELL_ORIGINS_PERCENTILE,RACE_ELL_ORIGINS_QUINTILE,SOCIOECONOMIC_PERCENTILE,SOCIOECONOMIC_QUINTILE,HEALTH_PERCENTILE,HEALTH_QUINTILE,RSE_Priority_Rank,OBJECTID_12,TC_ID_1,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,TC_Land_A_1,Gain,Loss,No_Change,TreeCanopy_2016_Area,TreeCanopy_2021_Area,Change_Area,Change_PercentChange,TreeCanopy_2016_Percent,TreeCanopy_2021_Percent,Change_Percent_AbsDiff,OBJECTID_12_13,OBJECTID_12_13_14,TC_ID_12,OBJECTID_12_13_14_15,TC_ID_12_13,Shape__Area,Shape__Length
56,97,3800,003800,53033003800,38,Census Tract 38,154.33405404,0,10392.5315540704,97,81,,,,,,154.33405404,0.24368569,0.422,0.05121704,0.572,0.12909261,0.452,0.13134187,0.234,0.27793296,0.271,0.13,0.064,0.217,0.091,0.086,0.11595935,0.865,0.473,0.503,0.428,0.421,0.345,0.661,0.091,0.369,Second lowest,0.482,Middle,0.204,Second lowest,0.407,Middle,2,,,6722575,1994827,2283714,56217,0,1437503,778241,172073,4334758,2387817,29.6735551481389,33.9708221923891,0.83624206498254,0,21.3832199715139,11.5765313142657,2.55962930870983,64.4806194055105,35.5193805944895,1994827,2283714,6722575,228290,2512004,29.6735551481389,33.9708221923891,37.3666935660815,3.39587137369237,,244240,234039,1750587,1984626,1994827,10201,0.51400112666064,29.5218126982592,29.6735551481389,0.151742449879695,,,,,,6722791.06414795,10392.5312260467
57,99,1400,001400,53033001400,14,Census Tract 14,525.96403385,0,30486.9573155023,99,61,,,,,,525.96403385,0.23671752,0.384,0.04149456,0.482,0.15798702,0.564,0.20638261,0.497,0.47906977,0.7,0.142,0.063,0.233,0.103,0.091,0.11762181,0.7973,0.601,0.496,0.714,0.624,0.669,0.691,0.797,0.61,Second highest,0.474,Middle,0.602,Second highest,0.715,Second highest,4,,,22911008,9341406,6545810,210469,1936,3390013,1888808,1532566,16099621,6811387,40.7725666195045,28.5705892992574,0.918637015010426,0.00845008652609261,14.796437590175,8.24410693759087,6.68921245193577,70.2702430202984,29.7297569797016,9341406,6545810,22909072,1743035,8288845,40.7760122278196,28.5730037427967,36.1814961339333,7.60849239113658,,716729,1069906,8624677,9694583,9341406,-353177,-3.64303446574236,42.3176591352107,40.7760122278196,-1.5416469073911,,,,,,22910990.1964111,30486.9554330512
58,100,402,000402,53033000402,4.02,Census Tract 4.02,444.49421891,0,21397.1748866823,100,128,,,,,,444.49421891,0.21974831,0.339,0.04363208,0.497,0.10029042,0.271,0.21309475,0.534,0.46409091,0.677,0.152,0.076,0.209,0.087,0.085,0.20864791,0.7931,0.684,0.714,0.285,0.27,0.24,0.954,0.82,0.564,Middle,0.369,Second lowest,0.617,Second highest,0.617,Second highest,3,,,19362159,4976005,7357214,17559,1833,3240858,1826816,1941874,12352611,7009548,25.6996391776351,37.9979009572228,0.090687200740372,0.00946691946905301,16.7381023986013,9.43498088203903,10.0292224642923,63.7976942550673,36.2023057449327,4976005,7357214,19360326,1959433,9316647,25.7020723721284,38.0014985284855,48.1223663279224,10.1208677994368,,598060,581032,4377945,4958977,4976005,17028,0.343377273175496,25.6141193077017,25.7020723721284,0.0879530644267028,,,,,,19362165.5422668,21397.1735646488
59,102,401,000401,53033000401,4.01,Census Tract 4.01,336.97111147,0,15767.2974602164,102,62,,,,,,336.97111147,0.44471077,0.752,0.11343028,0.722,0.22802812,0.722,0.40006532,0.843,0.62401,0.865,0.18,0.093,0.248,0.112,0.097,0.2000366,0.7934,0.819,0.834,0.819,0.759,0.879,0.932,0.813,0.858,Highest priority/Most disadvantaged,0.737,Second highest,0.895,Highest priority/Most disadvantaged,0.933,Highest priority/Most disadvantaged,5,,,14678459,3662647,3767759,28887,752502,2906626,1143296,2416742,8211795,6466664,24.9525307799681,25.6686277490028,0.196798587644657,5.12657357287982,19.8019833008356,7.78893751721485,16.4645484924541,55.9445306894954,44.0554693105046,3662647,3767759,13925957,2445629,6213388,26.3008639190829,27.0556558518743,44.6173142714716,17.5616584195973,,379881,329731,3282766,3612497,3662647,50150,1.38823644697836,25.940745041795,26.3008639190829,0.360118877287935,,,,,,14678460.6265869,15767.2964721878
60,103,7800,007800,53033007800,78,Census Tract 78,514.0791526,0,29082.4934129186,103,92,,,,,,514.0791526,0.29908836,0.542,0.0154046,0.158,0.0957223,0.256,0.09870266,0.091,0.1796319,0.031,0.119,0.071,0.226,0.08,0.086,0.07097792,0.8545,0.278,0.646,0.661,0.075,0.345,0.218,0.211,0.204,Second lowest,0.376,Second lowest,0.031,Lowest,0.339,Second lowest,2,,,22393404,10261405,5627369,11234,41257,3781060,2227393,443686,15941265,6452139,45.8233370862241,25.1295828003639,0.0501665579739463,0.184237287015409,16.8847040851851,9.94664768250508,1.98132450073245,71.1873237315774,28.8126762684226,10261405,5627369,22352147,454920,6082289,45.907916586268,25.1759663176875,27.211207048701,2.03524073101345,,940896,989391,9320509,10309900,10261405,-48495,-0.470373136499869,46.1248756103832,45.907916586268,-0.216959024115219,,,,,,22393285.0842896,29082.4902351498
61,104,9200,009200,53033009200,92,Census Tract 92,77.2948073,0,12522.0688810161,104,63,,,,,,77.2948073,0.51358592,0.797,0.18716372,0.858,0.29200153,0.835,0.50766871,0.925,0.64500654,0.88,0.228,0.137,0.297,0.13,0.095,0.34489555,0.791,0.954,0.977,0.977,0.924,0.819,1,0.858,0.948,Highest priority/Most disadvantaged,0.835,Highest priority/Most disadvantaged,0.94,Highest priority/Most disadvantaged,0.97,Highest priority/Most disadvantaged,5,,,3366964,394334,226246,0,30035,988252,856722,871375,650615,2716349,11.7118567350289,6.71958476538508,0,0.89204992984778,29.3514275768912,25.444940902249,25.8801400905979,19.3234914302618,80.6765085697382,394334,226246,3336929,871375,1097621,11.81727270793,6.78006634243641,32.8931481610786,26.1130818186422,,30662,48555,363672,412227,394334,-17893,-4.34056963760258,12.3534842964894,11.81727270793,-0.536211588559421,,,,,,3366961.11630249,12522.0680672235
62,105,8800,008800,53033008800,88,Census Tract 88,234.38989478,0,13202.5266635552,105,24,,,,,,234.38989478,0.398931,0.685,0.04643799,0.549,0.11005831,0.324,0.26655181,0.61,0.38812938,0.557,0.143,0.072,0.261,0.103,0.098,0.08998505,0.8088,0.616,0.661,0.902,0.624,0.902,0.39,0.692,0.647,Second highest,0.587,Middle,0.594,Second highest,0.745,Second highest,4,,,10209939,2942667,3396784,31354,0,2255997,1232611,350526,6370805,3839134,28.8215923719035,33.269385840601,0.307092921906781,0,22.0960869599711,12.0726578288078,3.43318407680986,62.3980711344113,37.6019288655887,2942667,3396784,10209939,381880,3778664,28.8215923719035,33.269385840601,37.0096628393176,3.74027699871664,,373740,375979,2568927,2944906,2942667,-2239,-0.0760295914368744,28.8435219838238,28.8215923719035,-0.0219296119203065,,,,,,10210023.2029114,13202.5259886469
63,106,8700,008700,53033008700,87,Census Tract 87,180.96987292,0,11432.3841781508,106,129,,,,,,180.96987292,0.44421861,0.745,0.08552785,0.67,0.17502258,0.61,0.42194286,0.873,0.48513251,0.707,0.161,0.075,0.263,0.117,0.098,0.10566136,0.7598,0.729,0.691,0.909,0.857,0.902,0.548,0.963,0.782,Second highest,0.7,Second highest,0.805,Highest priority/Most disadvantaged,0.843,Highest priority/Most disadvantaged,4,,,7883051,2062379,2185316,4063,0,2050928,1009563,570802,4251758,3631293,26.1621927855091,27.7217031831965,0.0515409579362102,0,26.0169317691843,12.8067546436018,7.24087666057216,53.9354369266417,46.0645630733583,2062379,2185316,7883051,574865,2760181,26.1621927855091,27.7217031831965,35.0141208017048,7.29241761850837,,275699,305274,1786680,2091954,2062379,-29575,-1.41375001553571,26.5373647842694,26.1621927855091,-0.375171998760376,,,,,,7883047.00653076,11432.383842272
64,107,8600,008600,53033008600,86,Census Tract 86,175.77338598,0,11738.2079894829,107,130,,,,,,175.77338598,0.40671714,0.7,0.11618824,0.745,0.18850709,0.64,0.4096564,0.858,0.34100597,0.452,0.138,0.044,0.203,0.123,0.102,0.08927843,0.808,0.571,0.142,0.187,0.894,0.947,0.375,0.707,0.67,Second highest,0.707,Second highest,0.677,Second highest,0.602,Second highest,4,,,7656683,1574665,1388302,20426,0,2257039,1174197,1242054,2983393,4673290,20.5658899552195,18.1318986302554,0.26677348402696,0,29.4780259284601,15.3355833067661,16.2218286952718,38.9645620695019,61.0354379304981,1574665,1388302,7656683,1262480,2650782,20.5658899552195,18.1318986302554,34.6205008095542,16.4886021792988,,208757,231370,1365908,1597278,1574665,-22613,-1.41572099534333,20.8612267218063,20.5658899552195,-0.295336766586782,,,,,,7656687.45324707,11738.2070430692
65,108,8500,008500,53033008500,85,Census Tract 85,117.17613095,0,9942.31624726144,108,64,,,,,,117.17613095,0.48891935,0.775,0.11436541,0.73,0.22344071,0.715,0.47581512,0.903,0.69301419,0.918,0.21,0.1,0.295,0.132,0.097,0.28814199,0.7772,0.909,0.879,0.969,0.932,0.879,0.992,0.933,0.903,Highest priority/Most disadvantaged,0.76,Second highest,0.948,Highest priority/Most disadvantaged,0.963,Highest priority/Most disadvantaged,5,,,5104189,688863,478935,0,0,1522825,1449973,963593,1167798,3936391,13.4960323765441,9.38317527035147,0,0,29.8348082330023,28.4075099883645,18.8784741317377,22.8792076468955,77.1207923531045,688863,478935,5104189,963593,1442528,13.4960323765441,9.38317527035147,28.2616494020891,18.8784741317377,,76817,241374,612046,853420,688863,-164557,-19.282065102763,16.7199921476262,13.4960323765441,-3.22395977108214,,,,,,5104191.59817505,9942.31563698859
66,109,8100,008100,53033008100,81,Census Tract 81,206.3403066,0,19160.7083062701,109,65,,,,,,206.3403066,0.35659926,0.625,0.03844454,0.437,0.21113285,0.685,0.34155421,0.752,0.4616307,0.67,0.167,0.09,0.265,0.109,0.09,0.21784585,0.742,0.759,0.819,0.924,0.721,0.639,0.969,0.993,0.775,Second highest,0.61,Second highest,0.73,Second highest,0.903,Highest priority/Most disadvantaged,4,,,8988208,639007,286008,23526,10276,4131762,2140673,1756956,958817,8029391,7.10939266203007,3.18203584073711,0.261742941418356,0.114327572303623,45.9686958735267,23.816460411241,19.5473446987431,10.6674990164892,89.3325009835108,639007,286008,8977932,1780482,2066490,7.11752996124275,3.18567794899761,23.0174387598391,19.8317608108415,,66791,187731,572216,759947,639007,-120940,-15.914267705511,8.46461078119104,7.11752996124275,-1.34708081994829,,,,,,8988182.443573,19160.7074720442
67,110,8200,008200,53033008200,82,Census Tract 82,90.61166958,0,9698.29878113982,110,8,,,,,,90.61166958,0.37195269,0.662,0.1068323,0.715,0.27733526,0.79,0.25273656,0.579,0.31744186,0.384,0.14,0.062,0.2,0.088,0.083,0.12421738,0.791,0.578,0.481,0.082,0.308,0.082,0.736,0.858,0.579,Middle,0.715,Second highest,0.504,Middle,0.482,Middle,3,,,3947054,711639,132180,0,0,1898299,774279,430657,843819,3103235,18.0296241196599,3.34882674521301,0,0,48.0940721864966,19.6166305300105,10.9108464186201,21.3784508648729,78.6215491351271,711639,132180,3947054,430657,562837,18.0296241196599,3.34882674521301,14.2596731638331,10.9108464186201,,61794,82990,649845,732835,711639,-21196,-2.8923291054603,18.566632227479,18.0296241196599,-0.537008107819148,,,,,,3947044.32705688,9698.2987811402
68,111,8300,008300,53033008300,83,Census Tract 83,58.67272493,0,9121.89102585507,111,131,,,,,,58.67272493,0.24181697,0.414,0.0301104,0.346,0.16265865,0.587,0.29345984,0.677,0.42138837,0.602,0.141,0.07,0.218,0.091,0.084,0.13470085,0.7919,0.586,0.631,0.458,0.421,0.135,0.766,0.843,0.587,Middle,0.459,Middle,0.67,Second highest,0.61,Second highest,3,,,2555793,322359,113562,0,0,1079775,619313,420784,435921,2119872,12.6128759253977,4.44331759262194,0,0,42.2481398141399,24.2317355122265,16.4639311556139,17.0561935180197,82.9438064819804,322359,113562,2555793,420784,534346,12.6128759253977,4.44331759262194,20.9072487482359,16.4639311556139,,33951,41328,288408,329736,322359,-7377,-2.23724434092729,12.9015143245169,12.6128759253977,-0.288638399119176,,,,,,2555783.89810181,9121.89102587136
69,112,8400,008400,53033008400,84,Census Tract 84,94.54248341,0,10061.8071826241,112,107,,,,,,94.54248341,0.29881116,0.534,0.04598758,0.534,0.16941015,0.594,0.28798709,0.647,0.36030664,0.482,0.123,0.048,0.207,0.093,0.085,0.10551674,0.8529,0.368,0.233,0.24,0.473,0.24,0.541,0.226,0.512,Middle,0.579,Middle,0.587,Middle,0.309,Second lowest,3,,,4118269,671258,248521,0,0,1783613,777025,637852,919779,3198490,16.29951807422,6.03459851699828,0,0,43.3097740822661,18.8677573028862,15.4883520236293,22.3341165912183,77.6658834087817,671258,248521,4118269,637852,886373,16.29951807422,6.03459851699828,21.5229505406276,15.4883520236293,,76847,102130,594411,696541,671258,-25283,-3.62979350820698,16.9134410598239,16.29951807422,-0.613922985603903,,,,,,4118270.23062134,10061.8068516831
70,113,7900,007900,53033007900,79,Census Tract 79,172.58898388,0,11649.1729743959,113,25,,,,,,172.58898388,0.25447484,0.459,0.05192982,0.579,0.1421817,0.497,0.29026217,0.655,0.31240064,0.369,0.131,0.057,0.234,0.099,0.091,0.14072298,0.7874,0.496,0.375,0.729,0.571,0.669,0.781,0.88,0.594,Second highest,0.519,Middle,0.557,Middle,0.7,Second highest,4,,,7517973,2117179,1978961,28089,0,2062213,932810,398721,4124229,3393744,28.1615669542841,26.3230660711338,0.373624645898569,0,27.4304390292437,12.4077327758426,5.30357052359725,54.8582576713165,45.1417423286835,2117179,1978961,7517973,426810,2405771,28.1615669542841,26.3230660711338,32.0002612406296,5.67719516949582,,260168,249526,1857011,2106537,2117179,10642,0.505189322570646,28.0200128412273,28.1615669542841,0.141554113056809,,,,,,7517975.30285645,11649.1723186241
71,114,7500,007500,53033007500,75,Census Tract 75,198.10662277,0,13220.736135807,114,9,,,,,,198.10662277,0.29080933,0.519,0.03902567,0.459,0.13455543,0.474,0.26300037,0.602,0.28861226,0.309,0.114,0.04,0.215,0.094,0.085,0.10029341,0.8629,0.18,0.052,0.398,0.488,0.24,0.496,0.106,0.459,Middle,0.504,Middle,0.482,Middle,0.249,Second lowest,3,,,8629526,1741875,1107246,0,16471,3089317,1399045,1275572,2865592,5763934,20.1850599905487,12.8309017204421,0,0.190867957289891,35.799382260393,16.212304128871,14.7814839424552,33.2068296682807,66.7931703317193,1741875,1107246,8613055,1275572,2382818,20.2236604781927,12.8554386335627,27.6651896452536,14.809751011691,,214090,229945,1527785,1757730,1741875,-15855,-0.902015667935348,20.4077415040308,20.2236604781927,-0.1840810258381,,,,,,8629524.25598145,13220.7355154025
72,115,7700,007700,53033007700,77,Census Tract 77,261.50615747,0,15242.2097594942,115,10,,,,,,261.50615747,0.28100159,0.512,0.00354314,0,0.08664547,0.188,0.13726274,0.286,0.30803927,0.346,0.123,0.055,0.23,0.091,0.088,0.05305734,0.7702,0.368,0.345,0.684,0.421,0.533,0.06,0.948,0.391,Second lowest,0.301,Second lowest,0.294,Second lowest,0.534,Middle,2,,,11391214,3477394,3664052,437,0,2439711,1548787,260833,7141883,4249331,30.5269833399671,32.1655970996594,0.00383628996874258,0,21.417480173755,13.5963295922629,2.2897735043868,62.6964167295953,37.3035832704047,3477394,3664052,11391214,261270,3925322,30.5269833399671,32.1655970996594,34.459206894015,2.29360979435554,,478243,409880,2999151,3409031,3477394,68363,2.00534990734904,29.9268453739874,30.5269833399671,0.600137965979744,,,,,,11391206.5462646,15242.2087639989
73,116,7300,007300,53033007300,73,Census Tract 73,228.82033056,0,14267.0491513196,116,82,,,,,,228.82033056,0.37171443,0.655,0.06731425,0.632,0.24503985,0.745,0.25119945,0.572,0.37789047,0.534,0.137,0.061,0.231,0.097,0.086,0.14712603,0.7633,0.548,0.458,0.691,0.526,0.345,0.834,0.955,0.655,Second highest,0.67,Second highest,0.579,Middle,0.692,Second highest,4,,,9967418,891816,558614,21573,0,4019987,2723839,1751589,1472003,8495415,8.94731213238975,5.60440025691709,0.216435189133234,0,40.3312773679202,27.3274282266481,17.5731468269917,14.7681475784401,85.2318524215599,891816,558614,9967418,1773162,2331776,8.94731213238975,5.60440025691709,23.393982273042,17.7895820161249,,165096,151769,726720,878489,891816,13327,1.51703663904727,8.81360649267443,8.94731213238975,0.13370563971532,,,,,,9967412.29733276,14267.0481761152
74,117,7402,007402,53033007402,74.02,Census Tract 74.02,61.59661722,0,7060.26366722216,117,66,,,,,,61.59661722,0.32962219,0.617,0.03438078,0.399,0.14509947,0.519,0.37908377,0.805,0.42844734,0.61,0.125,0.039,0.224,0.103,0.087,0.11490159,0.757,0.413,0.045,0.609,0.624,0.458,0.654,0.97,0.632,Second highest,0.572,Middle,0.722,Second highest,0.594,Second highest,4,,,2683139,403084,184598,0,0,1061164,482696,551597,587682,2095457,15.0228519655523,6.87992683196808,0,0,39.5493487292309,17.9899736838084,20.5578987894403,21.9027787975204,78.0972212024796,403084,184598,2683139,551597,736195,15.0228519655523,6.87992683196808,27.4378256214084,20.5578987894403,,55249,65776,347835,413611,403084,-10527,-2.54514507592883,15.4151909386729,15.0228519655523,-0.392338973120658,,,,,,2683148.15289307,7060.26300089981
75,118,7600,007600,53033007600,76,Census Tract 76,141.30794755,0,9906.36767252709,118,93,,,,,,141.30794755,0.25031606,0.437,0.05265972,0.587,0.13552465,0.482,0.20396091,0.489,0.27633686,0.264,0.114,0.046,0.218,0.09,0.087,0.06855995,0.8264,0.18,0.203,0.458,0.368,0.458,0.187,0.542,0.444,Middle,0.497,Middle,0.399,Middle,0.331,Second lowest,3,,,6155349,1851619,1499078,8948,0,1726158,769045,300501,3359645,2795704,30.0814624808439,24.3540699316968,0.145369498951237,0,28.0432189953811,12.4939300761013,4.88194901702568,54.5809019114919,45.4190980885081,1851619,1499078,6155349,309449,1808527,30.0814624808439,24.3540699316968,29.3813884476737,5.02731851597692,,233666,205570,1617953,1823523,1851619,28096,1.54075380458596,29.6250139512804,30.0814624808439,0.456448529563474,,,,,,6155373.53231812,9906.36733273732
76,119,7401,007401,53033007401,74.01,Census Tract 74.01,64.09274504,0,8333.34866458842,119,26,,,,,,64.09274504,0.26952437,0.497,0.0201605,0.256,0.15717362,0.557,0.18809943,0.459,0.28293975,0.286,0.106,0.034,0.202,0.09,0.084,0.08746529,0.851,0.067,0.015,0.15,0.368,0.135,0.368,0.256,0.331,Second lowest,0.452,Middle,0.384,Second lowest,0.136,Lowest,2,,,2791886,580356,241389,0,0,1017161,513652,439328,821745,1970141,20.7872384474151,8.64609085041438,0,0,36.4327554921655,18.3980291458892,15.7358860641158,29.4333292978295,70.5666707021705,580356,241389,2791886,439328,680717,20.7872384474151,8.64609085041438,24.3819769145302,15.7358860641158,,68632,68705,511724,580429,580356,-73,-0.0125769043242154,20.7898531673571,20.7872384474151,-0.00261471994200235,,,,,,2791879.32449341,8333.34765690996
77,120,6300,006300,53033006300,63,Census Tract 63,571.20899901,0,26361.5365168898,120,132,,,,,,571.20899901,0.11959239,0.031,0.01951025,0.241,0.0899827,0.196,0.05583462,0.016,0.18866056,0.046,0.111,0.065,0.197,0.071,0.081,0.11181435,0.8695,0.127,0.526,0.045,0,0.007,0.624,0.046,0.046,Lowest,0.098,Lowest,0.016,Lowest,0.128,Lowest,1,,,24881859,8612046,8541662,82282,87502,4163248,2155750,1239369,17323492,7558367,34.6117466544602,34.3288738996552,0.330690725319197,0.351669865181697,16.7320617000522,8.66394267405824,4.98101448127328,69.6229811446162,30.3770188553838,8612046,8541662,24794357,1321651,9863313,34.7338952972243,34.4500242535025,39.7804750492219,5.33045079571936,,879646,942336,7732400,8674736,8612046,-62690,-0.722673289423448,34.986735086536,34.7338952972243,-0.252839789311743,,,,,,24881861.6221619,26361.5342093952
78,121,6200,006200,53033006200,62,Census Tract 62,627.4947195,0,49291.28620037,121,11,,,,,,627.4947195,0.1839512,0.234,0.01422042,0.143,0.09244486,0.211,0.08410549,0.061,0.16294432,0,0.106,0.058,0.203,0.074,0.081,0.03179697,0.8545,0.067,0.398,0.187,0.015,0.007,0,0.211,0.016,Lowest,0.181,Lowest,0.016,Lowest,0.023,Lowest,1,,,27333726,13461705,6106043,124732,472330,2594041,2343517,2231358,20164810,7168916,49.249432733759,22.3388607905121,0.456330029795426,1.72801176100177,9.49025756678764,8.57371951412698,8.1633876040171,73.7726353150683,26.2273646849317,13461705,6106043,26861396,2356090,8462133,50.1154333155283,22.7316666639366,31.5029531599921,8.77128649605553,,878562,1648565,12583143,14231708,13461705,-770003,-5.41047497601834,52.9820118060878,50.1154333155283,-2.86657849055946,,,,,,27333667.7759399,49291.2845915126
79,122,6500,006500,53033006500,65,Census Tract 65,283.56843259,0,17921.500777042,122,108,,,,,,283.56843259,0.16497862,0.166,0.01866475,0.219,0.06684673,0.061,0.079566,0.046,0.26013143,0.204,0.104,0.044,0.201,0.082,0.082,0.06682087,0.8654,0.037,0.142,0.127,0.097,0.037,0.157,0.068,0.023,Lowest,0.113,Lowest,0.083,Lowest,0.008,Lowest,1,,,12352231,4660408,2821288,0,160421,2174658,1240122,1295334,7642117,4710114,37.7292814553096,22.8403111956051,0,1.29872085455656,17.6053864277635,10.0396600419795,10.4866400247858,61.8683135054712,38.1316864945288,4660408,2821288,12191810,1295334,4116622,38.2257269429232,23.1408461910086,33.7654704264584,10.6246242354499,,414504,397435,4245904,4643339,4660408,17069,0.36760184858353,38.0857231206851,38.2257269429232,0.140003822238043,,,,,,12352239.291748,17921.5004265524
80,123,6600,006600,53033006600,66,Census Tract 66,252.56747521,0,23260.8095460341,123,43,,,,,,252.56747521,0.24446934,0.429,0.02150538,0.264,0.12853542,0.437,0.17820118,0.429,0.24735799,0.166,0.105,0.043,0.202,0.083,0.082,0.07593423,0.851,0.052,0.105,0.15,0.127,0.037,0.255,0.256,0.188,Lowest,0.407,Middle,0.264,Second lowest,0.053,Lowest,1,,,11001803,2756645,1328542,2816,19780,2283148,2470314,2140558,4107783,6894020,25.0563021352046,12.0756752325051,0.0255958046149345,0.179788712813709,20.7524893874213,22.4537196312277,19.4564290962127,37.3373618851383,62.6626381148617,2756645,1328542,10982023,2143374,3471916,25.1014316761129,12.0974250372632,31.6145395069743,19.5171144697111,,267377,364363,2489268,2853631,2756645,-96986,-3.39868749673661,25.984565867327,25.1014316761129,-0.883134191214129,,,,,,11001838.3677979,23260.8083666162
81,124,6400,006400,53033006400,64,Census Tract 64,223.28631551,0,13186.7701844649,124,27,,,,,,223.28631551,0.14076415,0.083,0.01010101,0.046,0.09537489,0.249,0.07325481,0.038,0.17392996,0.008,0.103,0.054,0.206,0.075,0.082,0.05937267,0.8607,0.022,0.33,0.225,0.03,0.037,0.112,0.151,0,Lowest,0.083,Lowest,0,Lowest,0.031,Lowest,1,,,9726347,3826259,2287719,4534,0,2147208,1083087,377540,6118512,3607835,39.3391167310811,23.5208449791068,0.0466156512820281,0,22.0762018875123,11.1355990075205,3.88162174349733,62.9065773614698,37.0934226385302,3826259,2287719,9726347,382074,2669793,39.3391167310811,23.5208449791068,27.4490823738861,3.92823739477936,,439339,373489,3386920,3760409,3826259,65850,1.75113930426185,38.6620896827966,39.3391167310811,0.677027048284423,,,,,,9726350.57394409,13186.7695128599
82,125,6700,006700,53033006700,67,Census Tract 67,304.7206061,0,19424.0176690524,125,12,,,,,,304.7206061,0.31334552,0.587,0.06384858,0.617,0.26337599,0.775,0.12090189,0.181,0.26354196,0.219,0.106,0.04,0.194,0.084,0.083,0.06883015,0.8611,0.067,0.052,0.03,0.172,0.082,0.195,0.136,0.264,Second lowest,0.647,Second highest,0.136,Lowest,0.016,Lowest,2,,,13273673,3516428,1906554,55489,14317,3488014,2124212,2168659,5492788,7780885,26.491747988669,14.3634245020199,0.418038021578504,0.107860122816043,26.2776851591869,16.0031967037308,16.3380475019989,41.3810706350834,58.6189293649166,3516428,1906554,13259356,2224148,4130702,26.52035287385,14.3789336375009,31.1531118102568,16.7741781727559,,424507,436354,3091921,3528275,3516428,-11847,-0.335773146934408,26.6097011046389,26.52035287385,-0.0893482307888824,,,,,,13273627.9729309,19424.0162602738
83,126,6100,006100,53033006100,61,Census Tract 61,276.42477427,0,22354.5106291611,126,109,,,,,,276.42477427,0.19190008,0.286,0.01741486,0.188,0.10806207,0.316,0.11193322,0.128,0.22500597,0.098,0.103,0.045,0.195,0.08,0.083,0.06007509,0.8625,0.022,0.195,0.037,0.075,0.082,0.12,0.113,0.053,Lowest,0.271,Second lowest,0.068,Lowest,0,Lowest,1,,,12041153,3402274,1806444,9034,28968,2497435,2583024,1713974,5246720,6794433,28.2553838490384,15.0022510302792,0.0750260377889061,0.240574968194491,20.7408293873519,21.4516334108536,14.2343013164935,43.573235885301,56.426764114699,3402274,1806444,12012185,1723008,3529452,28.3235231558622,15.0384297278139,29.3822647586596,14.3438350308458,,373259,385008,3029015,3414023,3402274,-11749,-0.344139450730121,28.4213321722901,28.3235231558622,-0.0978090164279024,,,,,,12041061.8923035,22354.5095584138
84,127,5400,005400,53033005400,54,Census Tract 54,296.12953497,0,21636.9137525812,127,13,,,,,,296.12953497,0.20717721,0.316,0.01064241,0.061,0.09304477,0.226,0.17554569,0.422,0.17711923,0.023,0.1,0.036,0.197,0.083,0.084,0.04127967,0.8081,0.007,0.03,0.045,0.127,0.135,0.015,0.7,0.098,Lowest,0.204,Second lowest,0.158,Lowest,0.076,Lowest,1,,,12899394,2709558,2712002,4993,42507,3363997,1956365,2109972,5469060,7430334,21.0053123425798,21.0242589690647,0.0387072446969214,0.329527108017632,26.0787212174463,15.1663326199665,16.3571404982281,42.3978056643591,57.6021943356409,2709558,2712002,12856887,2114965,4826967,21.0747593877118,21.0937686548851,37.5438237887601,16.4500551338749,,350466,327990,2359092,2687082,2709558,22476,0.836446375659544,20.8999425755239,21.0747593877118,0.174816812187895,,,,,,12899400.762085,21636.912539891
